message_type, arerror_code, message_summary, message_description
Note,29,The AR Server license is a Dem,The AR Server license is a Demo license that expires expirationDate.
Note,31,The new user was issued a fixe,The new user was issued a fixed license of the following type: licenseType.
Note,32,AR System server terminated no,AR System server terminated normally.
Note,76,A write token has become avail,A write token has become available and has been allocated to you  --  access has been upgraded to write access.
Note,78,A full text token has become a,A full text token has become available and has been allocated to you  --  access has been upgraded to allow full text searching.
Note,380,No item matches filter conditi,No item matches filter conditions  --  this operation has been defined so that ''No Match'' generates an error.
Note,381,Multiple entries match filter ,Multiple entries match filter conditions  --  this operation has been defined so that ''Multiple Matches'' generate an error.
Note,483,Please restart the AR System S,Please restart the AR System Server for the changes to take effect.
Note,590,SQL database is not available ,SQL database is not available  --  will retry connection.
Note,591,SQL database is still not avai,SQL database is still not available  --  continuing to attempt connection.
Note,592,SQL database is now available.,SQL database is now available.
Note,800,AR System TC server terminated,AR System TC server terminated by the server.
Note,801,AR System TC server terminated,AR System TC server terminated  --  fatal error encountered.
Note,802,AR System server terminated un,AR System server terminated unexpectedly  --  restarting.
Note,803,AR System server terminated un,AR System server terminated unexpectedly  --  restarting.
Note,804,AR System TC server restarting,AR System TC server restarting.
Note,950,AR System error.,AR System error.
Note,960,AR System New Entry.,AR System New Entry.
Note,961, Your submission was accepted , Your submission was accepted by the AR System. ID for the new entry is requestID.
Note,962,AR System Query Response.,AR System Query Response.
Note,963,Your query request was accepte,Your query request was accepted by the AR System.
Note,969,--- AR Query Response ---.,--- AR Query Response ---.
Note,970,There are number matches to yo,There are number matches to your query request.
Note,1100,Request requestID was successf,Request requestID was successfully created.
Note,1101,The preceding message occurred,The preceding message occurred during the execution of active link activeLink  --  action action.
Note,1102,Additional errors were truncat,Additional errors were truncated.
Note,1103,Attachments for the report are,Attachments for the report are exported under directoryName. Include this directory in the export file if you choose to import the data.
Note,1974,One or more active links faile,One or more active links failed when closing the form. Do you still want to exit the application?
Note,2120,Additional errors were truncat,Additional errors were truncated.
Note,2223,Exporting . . . ,Exporting . . . 
Note,2224,Export complete. ,Export complete. 
Note,2227,Export complete for selected r,Export complete for selected range. 
Note,2877,This version of the Action Req,"This version of the Action Request System is ready for use or evaluation without purchasing or activating an authorization key. For unlimited capabilities, contact your sales representative or visit http://www.bmc.com."
Note,3000,If signal is 15: ''AR System D,If signal is 15: ''AR System Distributed Server terminated by user or accidentally.''
